farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM1477,Central USA,Soybean,49.95,6.59,33.17,239.95,41.76,8.28,Sprinkler,Mixed,36.79,2024-03-11,2024-06-11,92,2149.5,IOT2454,2024-06-02 10:00:00,12.1987,80.9295,0.5246,None
FARM1478,East Africa,Rice,17.73,7.04,33.19,258.69,58.85,7.53,Manual,Mixed,28.81,2024-03-17,2024-08-10,146,3460.56,IOT5928,2024-06-01 22:00:00,12.8601,72.3104,0.318,None
FARM1479,North India,Wheat,44.16,6.76,24.96,289.02,72.73,7.68,Manual,Inorganic,11.73,2024-05-13,2024-08-28,107,3380.65,IOT1265,2024-06-01 09:00:00,10.8103,85.2985,0.8627,None
FARM1480,North India,Maize,16.87,6.08,31.48,171.52,73.95,6.01,Drip,Mixed,56.22,2024-01-09,2024-06-06,149,5476.93,IOT1345,2024-06-03 07:00:00,18.7728,89.4165,0.8588,None
FARM1481,East Africa,Soybean,39.35,5.83,25.59,56.17,75.86,9.33,Sprinkler,Mixed,1.7,2024-05-16,2024-09-29,136,4211.38,IOT4486,2024-06-07 03:00:00,21.0524,74.5402,0.7523,None
FARM1482,Central USA,Cotton,35.53,6.78,29.27,120.88,48.79,7.81,None,Inorganic,20.83,2024-01-14,2024-05-02,109,5553.17,IOT8183,2024-06-07 14:00:00,28.3357,81.6282,0.4784,Mild
FARM1483,South India,Maize,34.07,6.32,16.91,126.77,41.87,7.89,Manual,Inorganic,64.25,2024-03-14,2024-06-28,106,2051.52,IOT7942,2024-06-06 18:00:00,11.7701,70.6839,0.3362,None
FARM1484,South USA,Cotton,19.91,5.77,22.19,113.45,47.89,6.36,Manual,Mixed,33.23,2024-05-10,2024-09-14,127,5211.0,IOT6454,2024-06-05 18:00:00,27.5676,79.7712,0.4957,None
FARM1485,North India,Soybean,38.45,7.06,24.28,105.41,54.33,7.27,None,Organic,0.61,2024-02-03,2024-05-12,99,2617.09,IOT9504,2024-06-02 04:00:00,17.0179,80.7999,0.7349,None
FARM1486,North India,Wheat,27.77,6.99,18.25,64.87,62.56,8.99,None,Organic,29.3,2024-05-21,2024-10-04,136,4758.76,IOT3426,2024-06-07 10:00:00,24.5201,81.7232,0.4097,Moderate
FARM1487,South USA,Wheat,24.85,6.07,32.97,248.98,41.2,4.08,Drip,Organic,78.7,2024-05-16,2024-10-02,139,4496.19,IOT2985,2024-06-01 17:00:00,14.12,71.2572,0.5913,None
FARM1488,Central USA,Rice,44.39,5.97,19.71,185.9,83.66,9.09,Drip,Mixed,43.85,2024-03-17,2024-07-29,134,4834.13,IOT9698,2024-06-01 15:00:00,18.6812,80.7452,0.8508,Moderate
FARM1489,South USA,Maize,40.05,7.45,22.79,239.0,46.13,9.67,Manual,Inorganic,94.16,2024-01-02,2024-05-12,131,4329.06,IOT9141,2024-06-03 22:00:00,19.4931,78.8265,0.6689,None
FARM1490,South India,Cotton,23.58,6.12,27.57,107.1,58.85,7.66,Drip,Mixed,36.67,2024-02-15,2024-05-21,96,4761.57,IOT9475,2024-06-05 16:00:00,17.61,81.1055,0.6816,Moderate
FARM1491,South USA,Maize,36.26,6.53,28.63,168.28,62.74,9.69,Sprinkler,Inorganic,33.9,2024-02-21,2024-06-02,102,3543.28,IOT6334,2024-06-04 05:00:00,28.324,86.7717,0.6383,None
FARM1492,South India,Rice,10.4,7.45,27.55,153.28,76.36,8.08,Manual,Organic,28.18,2024-01-03,2024-05-25,143,6274.0,IOT7747,2024-06-05 23:00:00,15.804,70.6352,0.8384,None
FARM1493,South USA,Maize,15.22,7.46,30.7,111.17,75.4,8.04,Manual,Inorganic,56.9,2024-01-07,2024-05-21,135,4216.01,IOT4354,2024-06-04 11:00:00,21.7885,74.5681,0.4608,None
FARM1494,South USA,Maize,12.69,6.59,32.86,128.1,78.35,9.13,Drip,Inorganic,30.94,2024-05-07,2024-09-13,129,4918.19,IOT8487,2024-06-07 13:00:00,24.0939,72.6834,0.7034,None
FARM1495,South India,Wheat,46.57,6.57,19.88,284.36,67.45,4.45,None,Mixed,20.99,2024-01-10,2024-04-11,92,2091.01,IOT9206,2024-06-04 11:00:00,26.2741,76.2976,0.7249,None
FARM1496,East Africa,Soybean,30.18,6.08,28.31,121.18,78.2,5.94,Drip,Inorganic,40.06,2024-02-04,2024-05-23,109,6231.19,IOT4098,2024-06-05 20:00:00,33.529,73.3512,0.3327,None
FARM1497,East Africa,Soybean,13.35,7.46,25.77,241.61,42.69,4.63,Sprinkler,Inorganic,84.69,2024-01-27,2024-05-19,113,3970.56,IOT4145,2024-06-01 19:00:00,12.5861,70.0357,0.3887,None
FARM1498,Central USA,Maize,49.7,5.93,32.67,100.8,77.51,9.35,Manual,Mixed,89.31,2024-03-07,2024-06-28,113,6273.56,IOT6250,2024-06-02 07:00:00,24.8129,72.0264,0.7976,None
FARM1499,East Africa,Rice,24.56,6.2,28.9,139.81,54.73,9.57,Drip,Inorganic,33.35,2024-04-17,2024-09-11,147,3875.03,IOT1273,2024-06-03 17:00:00,13.9125,88.6021,0.7866,None
FARM1500,East Africa,Cotton,13.69,6.19,29.99,125.93,40.49,5.2,Manual,Organic,43.32,2024-04-24,2024-09-06,135,2102.58,IOT8587,2024-06-04 02:00:00,11.7705,86.7964,0.5652,None
FARM1501,North India,Rice,40.97,5.75,21.91,244.88,74.13,8.91,None,Inorganic,62.0,2024-03-19,2024-06-19,92,3688.53,IOT8891,2024-06-03 09:00:00,11.2168,86.665,0.5749,None
FARM1502,East Africa,Cotton,44.04,6.57,25.66,137.02,70.29,5.99,None,Inorganic,63.2,2024-02-02,2024-05-18,106,3614.8,IOT8812,2024-06-04 18:00:00,15.6983,80.0062,0.6975,None
FARM1503,South USA,Soybean,24.73,6.69,25.43,65.45,57.97,5.43,None,Organic,43.64,2024-02-09,2024-05-24,105,4537.64,IOT7414,2024-06-03 13:00:00,12.7548,82.8989,0.4058,None
FARM1504,South India,Soybean,13.48,6.91,23.01,113.08,81.26,6.15,Manual,Inorganic,2.7,2024-05-20,2024-08-24,96,4662.31,IOT8147,2024-06-02 11:00:00,17.3481,76.0233,0.3293,Moderate
FARM1505,South India,Cotton,31.66,7.27,19.26,73.92,54.6,6.57,Drip,Organic,52.16,2024-05-04,2024-09-24,143,2251.08,IOT8006,2024-06-02 14:00:00,13.6956,88.3459,0.6943,None
FARM1506,Central USA,Wheat,32.7,6.84,28.79,161.51,75.1,5.24,None,Mixed,43.44,2024-02-06,2024-06-28,143,5033.75,IOT9374,2024-06-01 20:00:00,23.5688,72.1975,0.3674,None
FARM1507,East Africa,Cotton,10.33,6.1,34.39,272.88,45.5,7.03,Drip,Organic,26.76,2024-02-03,2024-05-04,91,3350.54,IOT3887,2024-06-01 11:00:00,34.7841,76.582,0.599,Severe
FARM1508,Central USA,Wheat,40.48,5.58,24.29,257.02,63.57,7.24,Sprinkler,Mixed,36.64,2024-03-02,2024-07-08,128,4322.03,IOT9802,2024-06-06 06:00:00,23.4267,80.8979,0.5671,None
FARM1509,North India,Wheat,48.65,7.19,23.21,156.88,78.62,9.08,Sprinkler,Organic,2.0,2024-04-14,2024-08-28,136,3643.12,IOT5084,2024-06-04 12:00:00,24.8813,72.3608,0.7037,None
FARM1510,South USA,Maize,48.01,5.77,17.07,110.72,51.7,9.42,Drip,Inorganic,55.87,2024-05-26,2024-09-08,105,1609.74,IOT1693,2024-06-03 04:00:00,18.4319,88.4548,0.6397,None
FARM1511,South India,Cotton,25.02,5.88,31.92,197.49,48.16,4.84,Manual,Organic,72.45,2024-05-15,2024-08-22,99,3268.75,IOT7046,2024-06-02 10:00:00,19.9306,79.8164,0.4909,None
FARM1512,South India,Soybean,33.0,7.21,29.52,164.16,82.33,9.21,Drip,Mixed,19.25,2024-01-06,2024-05-20,135,3993.92,IOT8452,2024-06-04 14:00:00,31.9514,72.0932,0.5582,Severe
FARM1513,South USA,Maize,24.17,7.16,22.58,288.75,54.9,4.58,Manual,Inorganic,40.81,2024-05-21,2024-10-05,137,4870.64,IOT3767,2024-06-03 04:00:00,24.2483,75.771,0.6884,None
FARM1514,South India,Maize,37.02,7.4,31.35,224.34,58.68,9.46,None,Mixed,93.37,2024-03-07,2024-06-12,97,5164.63,IOT9706,2024-06-06 15:00:00,17.8087,73.7788,0.6401,Mild
FARM1515,Central USA,Cotton,32.55,6.13,33.65,121.23,54.33,6.46,Sprinkler,Inorganic,20.78,2024-03-14,2024-07-17,125,1972.66,IOT3479,2024-06-02 11:00:00,30.0779,81.5285,0.7269,None
FARM1516,East Africa,Cotton,21.61,7.15,16.82,119.56,79.78,7.84,Manual,Inorganic,5.98,2024-03-05,2024-06-08,95,2797.34,IOT5910,2024-06-06 09:00:00,19.7581,75.5774,0.7657,None
FARM1517,South USA,Rice,22.01,5.6,28.22,147.8,53.58,9.01,Drip,Organic,99.86,2024-01-20,2024-05-30,131,2410.71,IOT2998,2024-06-01 06:00:00,31.2137,72.7715,0.853,Severe
FARM1518,East Africa,Maize,33.02,6.09,21.43,235.98,58.97,9.64,Manual,Mixed,44.68,2024-04-22,2024-09-13,144,3051.9,IOT8539,2024-06-07 20:00:00,15.5421,74.1653,0.4597,None
FARM1519,East Africa,Rice,15.01,7.22,28.56,103.67,86.69,5.35,Sprinkler,Organic,81.76,2024-04-12,2024-07-17,96,3564.86,IOT2014,2024-06-06 12:00:00,30.4216,74.5207,0.3545,None
FARM1520,South India,Rice,30.01,7.44,29.56,179.62,57.03,4.2,Manual,Mixed,36.62,2024-04-05,2024-07-13,99,1796.2,IOT7733,2024-06-07 14:00:00,33.1189,78.4811,0.5629,None
FARM1521,South USA,Rice,19.32,5.75,16.58,151.57,48.37,9.11,Manual,Organic,70.89,2024-02-07,2024-06-29,143,5923.9,IOT5089,2024-06-05 23:00:00,21.8765,85.7899,0.3904,None
FARM1522,South India,Cotton,46.85,5.53,20.4,279.75,66.58,5.13,Manual,Mixed,1.98,2024-04-11,2024-07-21,101,3797.33,IOT5093,2024-06-05 14:00:00,33.8596,75.4167,0.304,Mild
FARM1523,South USA,Cotton,21.54,6.86,27.64,256.02,83.73,4.78,None,Organic,5.93,2024-05-12,2024-08-19,99,4724.95,IOT8432,2024-06-04 17:00:00,24.2712,77.381,0.6567,None
FARM1524,South India,Cotton,39.51,6.12,27.5,202.78,89.61,5.3,None,Mixed,84.2,2024-04-08,2024-08-23,137,4160.0,IOT9372,2024-06-05 13:00:00,17.8204,79.6155,0.78,Moderate
FARM1525,South India,Maize,11.45,6.83,31.27,76.0,71.12,9.82,Manual,Inorganic,78.04,2024-01-05,2024-05-02,118,4699.73,IOT1482,2024-06-03 11:00:00,30.5736,85.2564,0.7831,Mild
FARM1526,South USA,Cotton,46.92,6.72,17.6,221.08,49.21,5.05,None,Mixed,69.72,2024-01-05,2024-04-29,115,5261.31,IOT2870,2024-06-02 13:00:00,25.6584,81.307,0.449,None
FARM1527,East Africa,Cotton,34.57,6.51,26.65,247.72,89.68,6.17,Drip,Mixed,94.08,2024-01-21,2024-05-25,125,5576.83,IOT3211,2024-06-06 23:00:00,29.3167,77.8075,0.6289,None
FARM1528,North India,Wheat,37.15,6.77,22.85,118.26,63.86,5.32,None,Organic,63.51,2024-02-04,2024-05-25,111,5977.33,IOT6882,2024-06-07 21:00:00,21.428,82.9324,0.43,None
FARM1529,South India,Wheat,27.82,5.96,19.75,72.2,73.0,9.89,Manual,Organic,37.07,2024-01-05,2024-04-04,90,5053.1,IOT4424,2024-06-04 15:00:00,33.1139,83.7702,0.5844,None
FARM1530,North India,Maize,20.68,6.05,23.45,52.45,82.24,8.83,Drip,Mixed,37.97,2024-01-22,2024-05-24,123,4907.54,IOT6591,2024-06-07 08:00:00,14.5002,72.5149,0.7915,None
FARM1531,South USA,Cotton,14.08,6.54,28.15,262.35,89.08,8.05,Manual,Organic,32.43,2024-04-16,2024-08-11,117,6400.06,IOT4286,2024-06-06 09:00:00,31.5378,76.1517,0.8882,None
FARM1532,Central USA,Soybean,22.34,6.92,33.73,56.16,86.0,7.45,None,Mixed,34.03,2024-04-12,2024-07-23,102,4047.27,IOT8128,2024-06-03 22:00:00,11.7362,76.7005,0.806,Mild
FARM1533,North India,Soybean,28.59,5.74,34.48,54.02,60.76,7.52,Sprinkler,Inorganic,58.93,2024-05-18,2024-10-06,141,3112.68,IOT1499,2024-06-02 13:00:00,12.0005,72.8018,0.7843,None
FARM1534,South USA,Wheat,48.71,7.25,29.07,102.9,88.25,6.86,Manual,Inorganic,75.21,2024-01-06,2024-04-27,112,2386.39,IOT5542,2024-06-05 09:00:00,30.486,70.4263,0.8093,None
FARM1535,South India,Soybean,40.19,5.74,24.35,108.44,65.81,8.6,Manual,Mixed,99.88,2024-01-12,2024-06-01,141,4474.61,IOT9357,2024-06-07 00:00:00,10.8524,86.0342,0.4337,None
FARM1536,South India,Rice,43.77,6.32,34.04,269.58,56.52,6.96,Drip,Organic,40.01,2024-01-07,2024-05-15,129,4624.83,IOT5165,2024-06-04 15:00:00,29.374,70.0936,0.3283,None
FARM1537,North India,Wheat,14.59,7.45,26.27,238.34,49.71,4.83,Drip,Organic,64.16,2024-01-02,2024-05-03,122,3010.58,IOT2056,2024-06-04 13:00:00,29.6523,72.0163,0.5436,None
FARM1538,South India,Wheat,45.9,6.0,31.13,196.46,56.62,9.72,None,Mixed,66.21,2024-04-16,2024-08-29,135,2753.4,IOT7193,2024-06-05 12:00:00,26.2303,78.5782,0.4468,Severe
FARM1539,South India,Soybean,27.42,6.11,33.49,177.89,83.84,4.5,None,Organic,64.52,2024-03-27,2024-07-29,124,4346.61,IOT2501,2024-06-02 20:00:00,32.8435,70.2512,0.3945,Mild
FARM1540,South India,Cotton,36.41,7.13,17.04,202.02,78.21,7.12,None,Mixed,78.99,2024-04-21,2024-09-03,135,4635.68,IOT2791,2024-06-01 05:00:00,19.5955,76.4776,0.8054,Mild
FARM1541,East Africa,Maize,15.95,6.04,29.83,144.2,72.87,6.12,Sprinkler,Inorganic,51.22,2024-01-05,2024-05-14,130,4545.65,IOT8042,2024-06-05 06:00:00,10.7444,81.4176,0.3463,Mild
FARM1542,North India,Cotton,45.47,6.56,30.63,81.88,67.21,6.54,None,Mixed,42.25,2024-02-15,2024-05-21,96,3977.43,IOT8712,2024-06-01 12:00:00,19.5972,87.0051,0.7777,None
FARM1543,North India,Wheat,27.83,6.83,31.55,207.59,59.03,6.55,Drip,Organic,14.87,2024-03-23,2024-07-31,130,5415.77,IOT3299,2024-06-03 23:00:00,19.2562,73.6136,0.4895,None
FARM1544,Central USA,Rice,32.34,7.25,25.77,179.29,57.83,6.01,None,Mixed,0.79,2024-05-14,2024-08-31,109,5034.5,IOT9025,2024-06-04 17:00:00,17.2169,79.2845,0.3043,None
FARM1545,East Africa,Maize,47.26,7.28,17.42,178.4,57.44,6.74,None,Organic,81.54,2024-04-06,2024-08-13,129,1513.37,IOT4939,2024-06-06 02:00:00,15.4427,76.2069,0.8837,Moderate
FARM1546,Central USA,Rice,24.77,6.35,16.05,266.17,60.84,6.97,None,Inorganic,80.88,2024-02-05,2024-06-26,142,3153.38,IOT8774,2024-06-06 19:00:00,14.9428,86.1929,0.897,None
FARM1547,East Africa,Rice,24.32,5.61,34.29,293.74,41.54,4.3,Drip,Organic,10.89,2024-03-02,2024-07-20,140,4641.01,IOT3918,2024-06-06 05:00:00,12.6924,76.8945,0.4893,None
FARM1548,Central USA,Rice,43.34,5.77,15.66,54.5,59.22,9.76,Manual,Mixed,53.37,2024-05-27,2024-09-01,97,4408.29,IOT6465,2024-06-03 22:00:00,29.8852,73.4705,0.8158,None
FARM1549,South USA,Maize,20.17,5.52,17.22,269.14,58.5,8.34,Drip,Mixed,33.33,2024-04-05,2024-08-28,145,5615.59,IOT1976,2024-06-03 16:00:00,11.7634,81.837,0.3728,Severe
FARM1550,Central USA,Soybean,37.45,5.97,18.16,197.87,43.24,6.38,None,Inorganic,85.95,2024-04-15,2024-08-07,114,1832.49,IOT9593,2024-06-04 03:00:00,17.5757,74.7993,0.4486,Severe
FARM1551,Central USA,Maize,20.09,6.05,31.61,299.5,79.99,6.83,Drip,Organic,11.57,2024-02-02,2024-06-02,121,7307.87,IOT9745,2024-06-04 21:00:00,18.8772,86.2659,0.6598,None
FARM1552,North India,Soybean,36.36,7.31,15.04,147.84,52.67,5.98,None,Organic,78.93,2024-05-17,2024-09-05,111,2543.59,IOT4081,2024-06-03 13:00:00,33.7996,83.1466,0.8248,None
FARM1553,North India,Maize,20.08,5.62,33.45,298.17,45.61,7.58,Sprinkler,Inorganic,59.63,2024-01-26,2024-04-27,92,5032.1,IOT7546,2024-06-03 12:00:00,18.5679,73.6355,0.4223,None
FARM1554,Central USA,Cotton,28.92,5.59,23.71,173.59,50.19,5.4,Drip,Organic,77.17,2024-04-05,2024-08-14,131,3206.19,IOT1179,2024-06-06 02:00:00,26.5987,81.6738,0.8776,Severe
FARM1555,Central USA,Maize,39.59,7.41,28.21,180.26,73.39,6.11,None,Mixed,31.64,2024-04-18,2024-07-17,90,1971.67,IOT6345,2024-06-01 05:00:00,14.2499,79.7995,0.7391,Severe
FARM1556,East Africa,Rice,35.09,5.73,33.43,206.26,49.27,5.9,Sprinkler,Organic,13.56,2024-02-11,2024-06-25,135,2211.27,IOT2417,2024-06-03 18:00:00,25.6108,80.3189,0.6426,None
FARM1557,East Africa,Wheat,31.16,6.1,27.01,129.67,88.62,6.34,Sprinkler,Organic,63.13,2024-02-07,2024-06-01,115,7046.93,IOT6498,2024-06-01 12:00:00,34.0629,77.8405,0.8279,None
FARM1558,South USA,Wheat,32.81,7.04,34.06,193.41,44.81,9.23,Drip,Organic,59.47,2024-01-21,2024-04-20,90,5426.97,IOT7061,2024-06-07 08:00:00,28.5481,85.6238,0.641,None
FARM1559,Central USA,Wheat,27.22,6.32,21.56,69.65,71.69,6.48,Manual,Organic,80.44,2024-02-05,2024-05-31,116,5064.11,IOT1228,2024-06-07 15:00:00,28.0052,73.9214,0.7007,Mild
FARM1560,Central USA,Rice,41.45,6.95,29.69,104.21,62.29,5.19,Manual,Mixed,94.73,2024-03-27,2024-07-11,106,3626.76,IOT6948,2024-06-05 21:00:00,25.9595,83.7074,0.8588,None
FARM1561,Central USA,Cotton,44.38,6.93,16.01,254.27,62.32,6.25,Manual,Inorganic,4.68,2024-02-03,2024-05-23,110,4227.65,IOT8079,2024-06-03 05:00:00,11.0425,79.2842,0.8367,None
FARM1562,South USA,Wheat,30.45,7.34,28.72,53.97,61.07,5.8,None,Organic,28.17,2024-02-25,2024-06-12,108,4252.34,IOT7130,2024-06-01 02:00:00,30.6086,75.9105,0.7602,None
FARM1563,North India,Soybean,14.42,7.47,28.9,193.44,78.79,6.79,Sprinkler,Organic,61.51,2024-02-26,2024-07-03,128,4222.76,IOT2973,2024-06-04 16:00:00,14.8544,86.8188,0.4979,Moderate
FARM1564,South India,Maize,10.07,6.49,31.4,234.95,67.48,7.05,Manual,Organic,69.33,2024-01-09,2024-05-29,141,6987.93,IOT6111,2024-06-03 15:00:00,25.8298,88.5758,0.7874,Moderate
FARM1565,South India,Rice,49.19,5.77,21.32,76.38,48.0,6.32,Manual,Mixed,9.0,2024-03-14,2024-07-21,129,4641.14,IOT8649,2024-06-07 02:00:00,24.9117,86.0701,0.6209,None
FARM1566,North India,Maize,45.65,5.63,24.66,72.63,63.64,6.62,None,Inorganic,66.68,2024-04-20,2024-08-16,118,5435.8,IOT4360,2024-06-01 15:00:00,33.0813,76.5632,0.7299,None
FARM1567,East Africa,Maize,41.34,7.22,31.82,287.0,75.69,5.29,Manual,Mixed,31.77,2024-02-27,2024-06-04,98,6187.42,IOT7350,2024-06-05 08:00:00,27.2118,83.0335,0.4912,None
FARM1568,Central USA,Cotton,28.83,6.35,19.24,233.81,69.35,5.56,Manual,Inorganic,13.12,2024-01-02,2024-05-30,149,2825.25,IOT3440,2024-06-02 07:00:00,31.5718,87.95,0.3726,None
FARM1569,North India,Maize,30.27,6.78,25.28,203.55,68.6,9.03,Drip,Mixed,57.92,2024-05-09,2024-08-20,103,3444.34,IOT1566,2024-06-06 14:00:00,15.1562,86.5344,0.5795,Severe
FARM1570,South India,Soybean,31.69,6.36,25.54,91.2,56.6,6.71,None,Organic,17.16,2024-01-06,2024-04-25,110,3484.69,IOT7740,2024-06-06 22:00:00,11.5679,78.8149,0.6288,None
FARM1571,East Africa,Maize,37.09,7.3,18.97,155.43,69.65,8.53,None,Mixed,46.63,2024-05-01,2024-09-20,142,3956.8,IOT2198,2024-06-05 21:00:00,20.5442,76.1663,0.7982,None
FARM1572,Central USA,Soybean,47.26,7.2,28.59,96.8,47.43,9.98,Manual,Mixed,80.31,2024-05-08,2024-08-28,112,1714.4,IOT1860,2024-06-07 00:00:00,22.4671,75.0502,0.7745,Mild
FARM1573,East Africa,Wheat,31.27,5.57,31.06,254.03,80.69,8.41,Manual,Organic,12.44,2024-04-11,2024-08-11,122,6306.62,IOT7881,2024-06-04 14:00:00,28.2683,82.5883,0.5339,None
FARM1574,North India,Cotton,21.46,7.12,25.64,277.58,56.51,5.48,None,Mixed,5.7,2024-02-11,2024-05-28,107,4406.46,IOT4802,2024-06-03 12:00:00,14.515,85.4642,0.3744,None
FARM1575,East Africa,Maize,45.48,5.87,34.56,226.92,57.54,7.99,Drip,Mixed,45.33,2024-02-16,2024-05-25,99,2898.5,IOT2303,2024-06-06 05:00:00,15.9411,77.0709,0.7157,None
FARM1576,Central USA,Maize,24.55,6.51,33.72,150.0,50.09,6.51,Sprinkler,Inorganic,95.22,2024-05-23,2024-09-10,110,2023.9,IOT9418,2024-06-03 18:00:00,28.9033,72.0299,0.8088,None
FARM1577,North India,Cotton,15.3,5.78,17.07,191.94,52.67,4.31,Drip,Organic,69.09,2024-03-03,2024-06-26,115,5906.25,IOT4401,2024-06-04 19:00:00,11.0421,82.2508,0.7329,None
FARM1578,North India,Rice,46.39,5.54,22.64,161.33,89.08,8.25,Drip,Mixed,10.83,2024-01-24,2024-05-10,107,6011.36,IOT3940,2024-06-07 16:00:00,32.6111,76.3452,0.6825,None
FARM1579,East Africa,Soybean,15.56,5.91,15.98,52.29,78.08,7.62,Drip,Mixed,86.89,2024-03-19,2024-07-07,110,5418.08,IOT5300,2024-06-05 03:00:00,32.8212,81.2694,0.4247,None
FARM1580,South USA,Cotton,30.47,7.41,22.12,271.15,48.44,5.09,Drip,Mixed,27.31,2024-01-26,2024-05-25,120,4538.8,IOT2677,2024-06-01 17:00:00,33.1594,74.8918,0.8175,None
FARM1581,East Africa,Rice,45.65,7.09,28.32,103.97,41.92,5.52,Drip,Inorganic,53.27,2024-02-26,2024-06-25,120,3194.28,IOT5252,2024-06-04 20:00:00,18.9033,74.7281,0.6476,None
FARM1582,East Africa,Maize,28.88,7.41,22.96,153.93,59.21,7.66,Drip,Mixed,86.37,2024-05-26,2024-09-01,98,1931.47,IOT5141,2024-06-07 20:00:00,22.6098,83.0255,0.431,Moderate
FARM1583,North India,Soybean,34.45,7.06,21.14,93.91,64.92,7.96,Manual,Inorganic,15.8,2024-03-05,2024-07-09,126,2535.07,IOT6624,2024-06-02 08:00:00,24.2933,76.1102,0.3312,None
FARM1584,Central USA,Cotton,17.17,5.71,29.0,53.6,78.39,5.93,Sprinkler,Organic,71.25,2024-01-19,2024-04-30,102,5422.09,IOT2673,2024-06-01 11:00:00,31.3045,84.659,0.6932,Moderate
FARM1585,Central USA,Wheat,15.56,7.2,20.88,84.49,64.15,9.56,Sprinkler,Mixed,97.5,2024-01-09,2024-05-30,142,2085.46,IOT5735,2024-06-07 17:00:00,21.7229,77.4306,0.5869,Mild
FARM1586,North India,Rice,14.05,7.03,34.54,121.57,64.66,6.18,Sprinkler,Inorganic,58.02,2024-05-11,2024-09-13,125,4789.63,IOT7479,2024-06-06 10:00:00,31.2269,88.726,0.5385,None
FARM1587,South USA,Wheat,49.03,5.83,33.65,242.76,68.95,6.85,Manual,Organic,86.84,2024-03-27,2024-07-18,113,3383.73,IOT1934,2024-06-01 18:00:00,19.423,88.2071,0.6986,Moderate
FARM1588,North India,Maize,16.13,5.78,32.75,171.38,67.07,6.43,Manual,Inorganic,57.96,2024-01-03,2024-05-28,146,5400.34,IOT7689,2024-06-02 23:00:00,24.0293,73.2876,0.3359,Mild
FARM1589,South USA,Cotton,43.14,6.04,29.49,179.56,77.57,8.0,None,Inorganic,44.47,2024-03-10,2024-07-17,129,4102.43,IOT2592,2024-06-04 21:00:00,20.4237,74.9418,0.4217,None
FARM1590,South USA,Soybean,19.7,6.59,22.93,110.67,67.27,7.0,Drip,Organic,43.52,2024-04-05,2024-08-02,119,1687.5,IOT6645,2024-06-07 10:00:00,29.7891,77.6454,0.6723,None
FARM1591,South USA,Cotton,28.89,6.23,21.0,129.23,73.41,8.35,None,Mixed,98.93,2024-03-26,2024-07-01,97,6069.12,IOT6743,2024-06-01 12:00:00,18.3158,75.425,0.8997,Mild
FARM1592,East Africa,Cotton,37.14,5.92,24.03,71.86,61.27,7.26,Manual,Organic,2.88,2024-01-05,2024-04-30,116,5089.0,IOT2913,2024-06-07 11:00:00,26.3513,87.4562,0.8443,None
FARM1593,South USA,Rice,43.31,6.41,27.99,74.98,87.22,8.27,Sprinkler,Organic,24.74,2024-02-16,2024-06-13,118,5937.14,IOT7796,2024-06-05 16:00:00,14.5216,75.0951,0.8398,None
FARM1594,South India,Wheat,20.26,6.32,26.86,146.43,53.75,6.59,Sprinkler,Mixed,62.82,2024-05-03,2024-09-02,122,5284.69,IOT2090,2024-06-04 15:00:00,22.5217,77.8844,0.5714,None
FARM1595,North India,Maize,43.43,6.62,29.11,63.11,62.19,7.7,Sprinkler,Mixed,57.18,2024-04-18,2024-08-30,134,3766.97,IOT6242,2024-06-07 02:00:00,23.052,88.1646,0.7464,Mild
FARM1596,South USA,Wheat,15.82,6.64,22.8,296.55,84.01,5.73,Manual,Mixed,20.41,2024-05-21,2024-09-07,109,5605.38,IOT7372,2024-06-04 03:00:00,19.8722,84.5166,0.7634,None
FARM1597,South USA,Cotton,16.66,7.45,23.43,281.16,82.78,9.49,Sprinkler,Inorganic,5.4,2024-02-14,2024-06-21,128,5398.78,IOT2997,2024-06-06 13:00:00,33.2914,78.588,0.8057,Moderate
FARM1598,East Africa,Wheat,41.87,6.93,31.59,282.33,70.21,5.08,Sprinkler,Mixed,2.68,2024-02-07,2024-07-05,149,5354.74,IOT7074,2024-06-05 23:00:00,18.663,87.9294,0.5182,None
FARM1599,South USA,Soybean,31.92,6.93,18.14,188.38,56.99,9.97,None,Mixed,21.53,2024-01-09,2024-05-24,136,2369.63,IOT4592,2024-06-03 02:00:00,13.9688,75.1626,0.6734,None
FARM1600,South India,Maize,22.67,7.1,21.57,78.69,84.38,9.21,Drip,Mixed,84.22,2024-03-27,2024-08-13,139,3762.93,IOT9049,2024-06-04 01:00:00,13.4066,89.6121,0.6914,None
FARM1601,South USA,Wheat,36.1,6.03,29.31,113.19,41.52,7.6,None,Mixed,28.71,2024-04-22,2024-09-12,143,2775.77,IOT8090,2024-06-04 04:00:00,24.0869,76.8864,0.4791,Severe
FARM1602,North India,Wheat,29.7,7.48,19.93,256.21,53.46,6.81,Drip,Inorganic,38.09,2024-05-20,2024-09-20,123,5608.18,IOT9031,2024-06-05 02:00:00,19.9706,77.6767,0.7751,Moderate
FARM1603,South India,Rice,39.31,7.03,16.5,167.82,80.38,6.28,Sprinkler,Inorganic,34.68,2024-01-19,2024-05-02,104,3228.79,IOT2800,2024-06-02 19:00:00,32.0738,82.3627,0.7313,None
